old_label,old_min,old_max,new_label,new_min,new_max,factor_pct,factor_decimal
32년 이상,32,999,0년 이상~1년 미만,0,1,67.46,0.6746
31년 이상~32년 미만,31,32,0년 이상~1년 미만,0,1,67.46,0.6746
30년 이상~31년 미만,30,31,0년 이상~1년 미만,0,1,67.46,0.6746
29년 이상~30년 미만,29,30,0년 이상~1년 미만,0,1,67.46,0.6746
28년 이상~29년 미만,28,29,0년 이상~1년 미만,0,1,67.46,0.6746
27년 이상~28년 미만,27,28,0년 이상~1년 미만,0,1,67.46,0.6746
26년 이상~27년 미만,26,27,0년 이상~1년 미만,0,1,67.46,0.6746
25년 이상~26년 미만,25,26,0년 이상~1년 미만,0,1,67.46,0.6746
24년 이상~25년 미만,24,25,0년 이상~1년 미만,0,1,67.46,0.6746
23년 이상~24년 미만,23,24,0년 이상~1년 미만,0,1,67.46,0.6746
22년 이상~23년 미만,22,23,0년 이상~1년 미만,0,1,67.46,0.6746
21년 이상~22년 미만,21,22,0년 이상~1년 미만,0,1,67.46,0.6746
20년 이상~21년 미만,20,21,0년 이상~1년 미만,0,1,67.46,0.6746
19년 이상~20년 미만,19,20,0년 이상~1년 미만,0,1,84.33,0.8432999999999999
18년 이상~19년 미만,18,19,0년 이상~1년 미만,0,1,84.33,0.8432999999999999
17년 이상~18년 미만,17,18,0년 이상~1년 미만,0,1,84.33,0.8432999999999999
16년 이상~17년 미만,16,17,0년 이상~1년 미만,0,1,84.33,0.8432999999999999
15년 이상~16년 미만,15,16,0년 이상~1년 미만,0,1,84.33,0.8432999999999999
14년 이상~15년 미만,14,15,0년 이상~1년 미만,0,1,84.33,0.8432999999999999
13년 이상~14년 미만,13,14,0년 이상~1년 미만,0,1,84.33,0.8432999999999999
12년 이상~13년 미만,12,13,0년 이상~1년 미만,0,1,84.33,0.8432999999999999
11년 이상~12년 미만,11,12,0년 이상~1년 미만,0,1,84.33,0.8432999999999999
10년 이상~11년 미만,10,11,0년 이상~1년 미만,0,1,84.33,0.8432999999999999
9년 이상~10년 미만,9,10,0년 이상~1년 미만,0,1,83.69,0.8369
8년 이상~9년 미만,8,9,0년 이상~1년 미만,0,1,83.04,0.8304
7년 이상~8년 미만,7,8,0년 이상~1년 미만,0,1,81.9,0.8190000000000001
6년 이상~7년 미만,6,7,0년 이상~1년 미만,0,1,81.75,0.8175
5년 이상~6년 미만,5,6,0년 이상~1년 미만,0,1,81.11,0.8111
4년 이상~5년 미만,4,5,0년 이상~1년 미만,0,1,80.47,0.8047
3년 이상~4년 미만,3,4,0년 이상~1년 미만,0,1,79.83,0.7983
2년 이상~3년 미만,2,3,0년 이상~1년 미만,0,1,79.18,0.7918000000000001
1년 이상~2년 미만,1,2,0년 이상~1년 미만,0,1,78.54,0.7854000000000001
1년 미만,0,1,0년 이상~1년 미만,0,1,77.9,0.779
신규자,0,0,0년 이상~1년 미만,0,1,77.25,0.7725
31년 이상~32년 미만,31,32,1년 이상~2년 미만,1,2,67.94,0.6794
30년 이상~31년 미만,30,31,1년 이상~2년 미만,1,2,67.94,0.6794
29년 이상~30년 미만,29,30,1년 이상~2년 미만,1,2,67.94,0.6794
28년 이상~29년 미만,28,29,1년 이상~2년 미만,1,2,67.94,0.6794
27년 이상~28년 미만,27,28,1년 이상~2년 미만,1,2,67.94,0.6794
26년 이상~27년 미만,26,27,1년 이상~2년 미만,1,2,67.94,0.6794
25년 이상~26년 미만,25,26,1년 이상~2년 미만,1,2,67.94,0.6794
24년 이상~25년 미만,24,25,1년 이상~2년 미만,1,2,67.94,0.6794
23년 이상~24년 미만,23,24,1년 이상~2년 미만,1,2,67.94,0.6794
22년 이상~23년 미만,22,23,1년 이상~2년 미만,1,2,67.94,0.6794
21년 이상~22년 미만,21,22,1년 이상~2년 미만,1,2,67.94,0.6794
20년 이상~21년 미만,20,21,1년 이상~2년 미만,1,2,67.94,0.6794
19년 이상~20년 미만,19,20,1년 이상~2년 미만,1,2,76.43,0.7643000000000001
18년 이상~19년 미만,18,19,1년 이상~2년 미만,1,2,84.92,0.8492000000000001
17년 이상~18년 미만,17,18,1년 이상~2년 미만,1,2,84.92,0.8492000000000001
16년 이상~17년 미만,16,17,1년 이상~2년 미만,1,2,84.92,0.8492000000000001
15년 이상~16년 미만,15,16,1년 이상~2년 미만,1,2,84.92,0.8492000000000001
14년 이상~15년 미만,14,15,1년 이상~2년 미만,1,2,84.92,0.8492000000000001
13년 이상~14년 미만,13,14,1년 이상~2년 미만,1,2,84.92,0.8492000000000001
12년 이상~13년 미만,12,13,1년 이상~2년 미만,1,2,84.92,0.8492000000000001
11년 이상~12년 미만,11,12,1년 이상~2년 미만,1,2,84.92,0.8492000000000001
10년 이상~11년 미만,10,11,1년 이상~2년 미만,1,2,84.92,0.8492000000000001
9년 이상~10년 미만,9,10,1년 이상~2년 미만,1,2,84.53,0.8453
8년 이상~9년 미만,8,9,1년 이상~2년 미만,1,2,83.88,0.8388
7년 이상~8년 미만,7,8,1년 이상~2년 미만,1,2,82.72,0.8271999999999999
6년 이상~7년 미만,6,7,1년 이상~2년 미만,1,2,82.58,0.8258
5년 이상~6년 미만,5,6,1년 이상~2년 미만,1,2,81.93,0.8193
4년 이상~5년 미만,4,5,1년 이상~2년 미만,1,2,81.28,0.8128
3년 이상~4년 미만,3,4,1년 이상~2년 미만,1,2,80.63,0.8062999999999999
2년 이상~3년 미만,2,3,1년 이상~2년 미만,1,2,79.98,0.7998000000000001
1년 이상~2년 미만,1,2,1년 이상~2년 미만,1,2,79.33,0.7933
1년 미만,0,1,1년 이상~2년 미만,1,2,78.68,0.7868
신규자,0,0,1년 이상~2년 미만,1,2,78.03,0.7803
30년 이상~31년 미만,30,31,2년 이상~3년 미만,2,3,68.42,0.6842
29년 이상~30년 미만,29,30,2년 이상~3년 미만,2,3,68.42,0.6842
28년 이상~29년 미만,28,29,2년 이상~3년 미만,2,3,68.42,0.6842
27년 이상~28년 미만,27,28,2년 이상~3년 미만,2,3,68.42,0.6842
26년 이상~27년 미만,26,27,2년 이상~3년 미만,2,3,68.42,0.6842
25년 이상~26년 미만,25,26,2년 이상~3년 미만,2,3,68.42,0.6842
24년 이상~25년 미만,24,25,2년 이상~3년 미만,2,3,68.42,0.6842
23년 이상~24년 미만,23,24,2년 이상~3년 미만,2,3,68.42,0.6842
22년 이상~23년 미만,22,23,2년 이상~3년 미만,2,3,68.42,0.6842
21년 이상~22년 미만,21,22,2년 이상~3년 미만,2,3,68.42,0.6842
20년 이상~21년 미만,20,21,2년 이상~3년 미만,2,3,68.42,0.6842
19년 이상~20년 미만,19,20,2년 이상~3년 미만,2,3,74.12,0.7412000000000001
18년 이상~19년 미만,18,19,2년 이상~3년 미만,2,3,79.82,0.7981999999999999
17년 이상~18년 미만,17,18,2년 이상~3년 미만,2,3,85.53,0.8553000000000001
16년 이상~17년 미만,16,17,2년 이상~3년 미만,2,3,85.53,0.8553000000000001
15년 이상~16년 미만,15,16,2년 이상~3년 미만,2,3,85.53,0.8553000000000001
14년 이상~15년 미만,14,15,2년 이상~3년 미만,2,3,85.53,0.8553000000000001
13년 이상~14년 미만,13,14,2년 이상~3년 미만,2,3,85.53,0.8553000000000001
12년 이상~13년 미만,12,13,2년 이상~3년 미만,2,3,85.53,0.8553000000000001
11년 이상~12년 미만,11,12,2년 이상~3년 미만,2,3,85.53,0.8553000000000001
10년 이상~11년 미만,10,11,2년 이상~3년 미만,2,3,85.53,0.8553000000000001
9년 이상~10년 미만,9,10,2년 이상~3년 미만,2,3,84.87,0.8487
8년 이상~9년 미만,8,9,2년 이상~3년 미만,2,3,84.22,0.8422
7년 이상~8년 미만,7,8,2년 이상~3년 미만,2,3,83.06,0.8306
6년 이상~7년 미만,6,7,2년 이상~3년 미만,2,3,82.92,0.8292
5년 이상~6년 미만,5,6,2년 이상~3년 미만,2,3,82.26,0.8226
4년 이상~5년 미만,4,5,2년 이상~3년 미만,2,3,81.61,0.8161
3년 이상~4년 미만,3,4,2년 이상~3년 미만,2,3,80.96,0.8096
2년 이상~3년 미만,2,3,2년 이상~3년 미만,2,3,80.31,0.8031
1년 이상~2년 미만,1,2,2년 이상~3년 미만,2,3,79.66,0.7966
1년 미만,0,1,2년 이상~3년 미만,2,3,79.0,0.79
신규자,0,0,2년 이상~3년 미만,2,3,78.35,0.7835
29년 이상~30년 미만,29,30,3년 이상~4년 미만,3,4,68.91,0.6890999999999999
28년 이상~29년 미만,28,29,3년 이상~4년 미만,3,4,68.91,0.6890999999999999
27년 이상~28년 미만,27,28,3년 이상~4년 미만,3,4,68.91,0.6890999999999999
26년 이상~27년 미만,26,27,3년 이상~4년 미만,3,4,68.91,0.6890999999999999
25년 이상~26년 미만,25,26,3년 이상~4년 미만,3,4,68.91,0.6890999999999999
24년 이상~25년 미만,24,25,3년 이상~4년 미만,3,4,68.91,0.6890999999999999
23년 이상~24년 미만,23,24,3년 이상~4년 미만,3,4,68.91,0.6890999999999999
22년 이상~23년 미만,22,23,3년 이상~4년 미만,3,4,68.91,0.6890999999999999
21년 이상~22년 미만,21,22,3년 이상~4년 미만,3,4,68.91,0.6890999999999999
20년 이상~21년 미만,20,21,3년 이상~4년 미만,3,4,68.91,0.6890999999999999
19년 이상~20년 미만,19,20,3년 이상~4년 미만,3,4,73.22,0.7322
18년 이상~19년 미만,18,19,3년 이상~4년 미만,3,4,77.52,0.7752
17년 이상~18년 미만,17,18,3년 이상~4년 미만,3,4,81.83,0.8183
16년 이상~17년 미만,16,17,3년 이상~4년 미만,3,4,86.14,0.8614
15년 이상~16년 미만,15,16,3년 이상~4년 미만,3,4,86.14,0.8614
14년 이상~15년 미만,14,15,3년 이상~4년 미만,3,4,86.14,0.8614
13년 이상~14년 미만,13,14,3년 이상~4년 미만,3,4,86.14,0.8614
12년 이상~13년 미만,12,13,3년 이상~4년 미만,3,4,86.14,0.8614
11년 이상~12년 미만,11,12,3년 이상~4년 미만,3,4,86.14,0.8614
10년 이상~11년 미만,10,11,3년 이상~4년 미만,3,4,86.14,0.8614
9년 이상~10년 미만,9,10,3년 이상~4년 미만,3,4,86.48,0.8648
8년 이상~9년 미만,8,9,3년 이상~4년 미만,3,4,84.82,0.8482
7년 이상~8년 미만,7,8,3년 이상~4년 미만,3,4,83.66,0.8366
6년 이상~7년 미만,6,7,3년 이상~4년 미만,3,4,83.51,0.8351000000000001
5년 이상~6년 미만,5,6,3년 이상~4년 미만,3,4,82.85,0.8284999999999999
4년 이상~5년 미만,4,5,3년 이상~4년 미만,3,4,82.2,0.8220000000000001
3년 이상~4년 미만,3,4,3년 이상~4년 미만,3,4,81.54,0.8154
2년 이상~3년 미만,2,3,3년 이상~4년 미만,3,4,80.88,0.8088
1년 이상~2년 미만,1,2,3년 이상~4년 미만,3,4,80.22,0.8022
1년 미만,0,1,3년 이상~4년 미만,3,4,79.57,0.7957
신규자,0,0,3년 이상~4년 미만,3,4,78.91,0.7890999999999999
28년 이상~29년 미만,28,29,4년 이상~5년 미만,4,5,69.48,0.6948000000000001
27년 이상~28년 미만,27,28,4년 이상~5년 미만,4,5,69.48,0.6948000000000001
26년 이상~27년 미만,26,27,4년 이상~5년 미만,4,5,69.48,0.6948000000000001
25년 이상~26년 미만,25,26,4년 이상~5년 미만,4,5,69.48,0.6948000000000001
24년 이상~25년 미만,24,25,4년 이상~5년 미만,4,5,69.48,0.6948000000000001
23년 이상~24년 미만,23,24,4년 이상~5년 미만,4,5,69.48,0.6948000000000001
22년 이상~23년 미만,22,23,4년 이상~5년 미만,4,5,69.48,0.6948000000000001
21년 이상~22년 미만,21,22,4년 이상~5년 미만,4,5,69.48,0.6948000000000001
20년 이상~21년 미만,20,21,4년 이상~5년 미만,4,5,69.48,0.6948000000000001
19년 이상~20년 미만,19,20,4년 이상~5년 미만,4,5,72.95,0.7295
18년 이상~19년 미만,18,19,4년 이상~5년 미만,4,5,76.43,0.7643000000000001
17년 이상~18년 미만,17,18,4년 이상~5년 미만,4,5,79.9,0.799
16년 이상~17년 미만,16,17,4년 이상~5년 미만,4,5,83.37,0.8337
15년 이상~16년 미만,15,16,4년 이상~5년 미만,4,5,85.85,0.8584999999999999
14년 이상~15년 미만,14,15,4년 이상~5년 미만,4,5,85.85,0.8584999999999999
13년 이상~14년 미만,13,14,4년 이상~5년 미만,4,5,85.85,0.8584999999999999
12년 이상~13년 미만,12,13,4년 이상~5년 미만,4,5,85.85,0.8584999999999999
11년 이상~12년 미만,11,12,4년 이상~5년 미만,4,5,85.85,0.8584999999999999
10년 이상~11년 미만,10,11,4년 이상~5년 미만,4,5,85.85,0.8584999999999999
9년 이상~10년 미만,9,10,4년 이상~5년 미만,4,5,86.18,0.8618000000000001
8년 이상~9년 미만,8,9,4년 이상~5년 미만,4,5,85.52,0.8552
7년 이상~8년 미만,7,8,4년 이상~5년 미만,4,5,84.34,0.8434
6년 이상~7년 미만,6,7,4년 이상~5년 미만,4,5,84.2,0.8420000000000001
5년 이상~6년 미만,5,6,4년 이상~5년 미만,4,5,83.54,0.8354
4년 이상~5년 미만,4,5,4년 이상~5년 미만,4,5,82.87,0.8287
3년 이상~4년 미만,3,4,4년 이상~5년 미만,4,5,82.21,0.8220999999999999
2년 이상~3년 미만,2,3,4년 이상~5년 미만,4,5,81.55,0.8155
1년 이상~2년 미만,1,2,4년 이상~5년 미만,4,5,80.89,0.8089
1년 미만,0,1,4년 이상~5년 미만,4,5,80.22,0.8022
신규자,0,0,4년 이상~5년 미만,4,5,79.55,0.7955
27년 이상~28년 미만,27,28,5년 이상~6년 미만,5,6,69.91,0.6990999999999999
26년 이상~27년 미만,26,27,5년 이상~6년 미만,5,6,69.91,0.6990999999999999
25년 이상~26년 미만,25,26,5년 이상~6년 미만,5,6,69.91,0.6990999999999999
24년 이상~25년 미만,24,25,5년 이상~6년 미만,5,6,69.91,0.6990999999999999
23년 이상~24년 미만,23,24,5년 이상~6년 미만,5,6,69.91,0.6990999999999999
22년 이상~23년 미만,22,23,5년 이상~6년 미만,5,6,69.91,0.6990999999999999
21년 이상~22년 미만,21,22,5년 이상~6년 미만,5,6,69.91,0.6990999999999999
20년 이상~21년 미만,20,21,5년 이상~6년 미만,5,6,69.91,0.6990999999999999
19년 이상~20년 미만,19,20,5년 이상~6년 미만,5,6,72.82,0.7282
18년 이상~19년 미만,18,19,5년 이상~6년 미만,5,6,75.74,0.7574
17년 이상~18년 미만,17,18,5년 이상~6년 미만,5,6,78.66,0.7866
16년 이상~17년 미만,16,17,5년 이상~6년 미만,5,6,81.56,0.8156
15년 이상~16년 미만,15,16,5년 이상~6년 미만,5,6,84.47,0.8447
14년 이상~15년 미만,14,15,5년 이상~6년 미만,5,6,87.39,0.8739
13년 이상~14년 미만,13,14,5년 이상~6년 미만,5,6,87.39,0.8739
12년 이상~13년 미만,12,13,5년 이상~6년 미만,5,6,87.39,0.8739
11년 이상~12년 미만,11,12,5년 이상~6년 미만,5,6,87.39,0.8739
10년 이상~11년 미만,10,11,5년 이상~6년 미만,5,6,87.39,0.8739
9년 이상~10년 미만,9,10,5년 이상~6년 미만,5,6,86.72,0.8672
8년 이상~9년 미만,8,9,5년 이상~6년 미만,5,6,86.05,0.8604999999999999
7년 이상~8년 미만,7,8,5년 이상~6년 미만,5,6,84.87,0.8487
6년 이상~7년 미만,6,7,5년 이상~6년 미만,5,6,84.72,0.8472
5년 이상~6년 미만,5,6,5년 이상~6년 미만,5,6,84.05,0.8405
4년 이상~5년 미만,4,5,5년 이상~6년 미만,5,6,83.39,0.8339
3년 이상~4년 미만,3,4,5년 이상~6년 미만,5,6,82.72,0.8271999999999999
2년 이상~3년 미만,2,3,5년 이상~6년 미만,5,6,82.05,0.8205
1년 이상~2년 미만,1,2,5년 이상~6년 미만,5,6,81.39,0.8139
1년 미만,0,1,5년 이상~6년 미만,5,6,80.72,0.8072
신규자,0,0,5년 이상~6년 미만,5,6,80.5,0.805
26년 이상~27년 미만,26,27,6년 이상~7년 미만,6,7,70.49,0.7049
25년 이상~26년 미만,25,26,6년 이상~7년 미만,6,7,70.49,0.7049
24년 이상~25년 미만,24,25,6년 이상~7년 미만,6,7,70.49,0.7049
23년 이상~24년 미만,23,24,6년 이상~7년 미만,6,7,70.49,0.7049
22년 이상~23년 미만,22,23,6년 이상~7년 미만,6,7,70.49,0.7049
21년 이상~22년 미만,21,22,6년 이상~7년 미만,6,7,70.49,0.7049
20년 이상~21년 미만,20,21,6년 이상~7년 미만,6,7,70.49,0.7049
19년 이상~20년 미만,19,20,6년 이상~7년 미만,6,7,73.01,0.7301000000000001
18년 이상~19년 미만,18,19,6년 이상~7년 미만,6,7,75.53,0.7553
17년 이상~18년 미만,17,18,6년 이상~7년 미만,6,7,78.05,0.7805
16년 이상~17년 미만,16,17,6년 이상~7년 미만,6,7,80.57,0.8057
15년 이상~16년 미만,15,16,6년 이상~7년 미만,6,7,83.08,0.8308
14년 이상~15년 미만,14,15,6년 이상~7년 미만,6,7,85.6,0.856
13년 이상~14년 미만,13,14,6년 이상~7년 미만,6,7,88.12,0.8812000000000001
12년 이상~13년 미만,12,13,6년 이상~7년 미만,6,7,88.12,0.8812000000000001
11년 이상~12년 미만,11,12,6년 이상~7년 미만,6,7,88.12,0.8812000000000001
10년 이상~11년 미만,10,11,6년 이상~7년 미만,6,7,88.12,0.8812000000000001
9년 이상~10년 미만,9,10,6년 이상~7년 미만,6,7,87.45,0.8745
8년 이상~9년 미만,8,9,6년 이상~7년 미만,6,7,86.77,0.8676999999999999
7년 이상~8년 미만,7,8,6년 이상~7년 미만,6,7,86.58,0.8658
6년 이상~7년 미만,6,7,6년 이상~7년 미만,6,7,85.43,0.8543000000000001
5년 이상~6년 미만,5,6,6년 이상~7년 미만,6,7,84.76,0.8476
4년 이상~5년 미만,4,5,6년 이상~7년 미만,6,7,84.09,0.8409
3년 이상~4년 미만,3,4,6년 이상~7년 미만,6,7,83.41,0.8341
2년 이상~3년 미만,2,3,6년 이상~7년 미만,6,7,82.74,0.8273999999999999
1년 이상~2년 미만,1,2,6년 이상~7년 미만,6,7,82.07,0.8207
1년 미만,0,1,6년 이상~7년 미만,6,7,81.4,0.8140000000000001
신규자,0,0,6년 이상~7년 미만,6,7,80.72,0.8072
25년 이상~26년 미만,25,26,7년 이상~8년 미만,7,8,71.01,0.7101000000000001
24년 이상~25년 미만,24,25,7년 이상~8년 미만,7,8,71.01,0.7101000000000001
23년 이상~24년 미만,23,24,7년 이상~8년 미만,7,8,71.01,0.7101000000000001
22년 이상~23년 미만,22,23,7년 이상~8년 미만,7,8,71.01,0.7101000000000001
21년 이상~22년 미만,21,22,7년 이상~8년 미만,7,8,71.01,0.7101000000000001
20년 이상~21년 미만,20,21,7년 이상~8년 미만,7,8,71.01,0.7101000000000001
19년 이상~20년 미만,19,20,7년 이상~8년 미만,7,8,73.23,0.7323000000000001
18년 이상~19년 미만,18,19,7년 이상~8년 미만,7,8,75.45,0.7545000000000001
17년 이상~18년 미만,17,18,7년 이상~8년 미만,7,8,77.67,0.7767000000000001
16년 이상~17년 미만,16,17,7년 이상~8년 미만,7,8,79.89,0.7989
15년 이상~16년 미만,15,16,7년 이상~8년 미만,7,8,82.11,0.8210999999999999
14년 이상~15년 미만,14,15,7년 이상~8년 미만,7,8,84.33,0.8432999999999999
13년 이상~14년 미만,13,14,7년 이상~8년 미만,7,8,86.55,0.8654999999999999
12년 이상~13년 미만,12,13,7년 이상~8년 미만,7,8,88.77,0.8876999999999999
11년 이상~12년 미만,11,12,7년 이상~8년 미만,7,8,88.77,0.8876999999999999
10년 이상~11년 미만,10,11,7년 이상~8년 미만,7,8,88.77,0.8876999999999999
9년 이상~10년 미만,9,10,7년 이상~8년 미만,7,8,88.09,0.8809
8년 이상~9년 미만,8,9,7년 이상~8년 미만,7,8,87.41,0.8741
7년 이상~8년 미만,7,8,7년 이상~8년 미만,7,8,86.21,0.8621
6년 이상~7년 미만,6,7,7년 이상~8년 미만,7,8,86.05,0.8604999999999999
5년 이상~6년 미만,5,6,7년 이상~8년 미만,7,8,85.38,0.8538
4년 이상~5년 미만,4,5,7년 이상~8년 미만,7,8,84.7,0.847
3년 이상~4년 미만,3,4,7년 이상~8년 미만,7,8,84.03,0.8403
2년 이상~3년 미만,2,3,7년 이상~8년 미만,7,8,83.35,0.8334999999999999
1년 이상~2년 미만,1,2,7년 이상~8년 미만,7,8,82.57,0.8256999999999999
1년 미만,0,1,7년 이상~8년 미만,7,8,82.0,0.82
신규자,0,0,7년 이상~8년 미만,7,8,81.32,0.8131999999999999
24년 이상~25년 미만,24,25,8년 이상~9년 미만,8,9,71.39,0.7139
23년 이상~24년 미만,23,24,8년 이상~9년 미만,8,9,71.39,0.7139
22년 이상~23년 미만,22,23,8년 이상~9년 미만,8,9,71.39,0.7139
21년 이상~22년 미만,21,22,8년 이상~9년 미만,8,9,71.39,0.7139
20년 이상~21년 미만,20,21,8년 이상~9년 미만,8,9,71.39,0.7139
19년 이상~20년 미만,19,20,8년 이상~9년 미만,8,9,73.37,0.7337
18년 이상~19년 미만,18,19,8년 이상~9년 미만,8,9,75.36,0.7536
17년 이상~18년 미만,17,18,8년 이상~9년 미만,8,9,77.34,0.7734000000000001
16년 이상~17년 미만,16,17,8년 이상~9년 미만,8,9,79.32,0.7931999999999999
15년 이상~16년 미만,15,16,8년 이상~9년 미만,8,9,81.3,0.813
14년 이상~15년 미만,14,15,8년 이상~9년 미만,8,9,83.29,0.8329000000000001
13년 이상~14년 미만,13,14,8년 이상~9년 미만,8,9,85.27,0.8527
12년 이상~13년 미만,12,13,8년 이상~9년 미만,8,9,87.25,0.8725
11년 이상~12년 미만,11,12,8년 이상~9년 미만,8,9,89.24,0.8924
10년 이상~11년 미만,10,11,8년 이상~9년 미만,8,9,89.24,0.8924
9년 이상~10년 미만,9,10,8년 이상~9년 미만,8,9,88.56,0.8856
8년 이상~9년 미만,8,9,8년 이상~9년 미만,8,9,87.88,0.8787999999999999
7년 이상~8년 미만,7,8,8년 이상~9년 미만,8,9,86.66,0.8665999999999999
6년 이상~7년 미만,6,7,8년 이상~9년 미만,8,9,86.51,0.8651000000000001
5년 이상~6년 미만,5,6,8년 이상~9년 미만,8,9,85.83,0.8583
4년 이상~5년 미만,4,5,8년 이상~9년 미만,8,9,85.15,0.8515
3년 이상~4년 미만,3,4,8년 이상~9년 미만,8,9,84.47,0.8447
2년 이상~3년 미만,2,3,8년 이상~9년 미만,8,9,83.79,0.8379000000000001
1년 이상~2년 미만,1,2,8년 이상~9년 미만,8,9,83.11,0.8311
1년 미만,0,1,8년 이상~9년 미만,8,9,82.43,0.8243
신규자,0,0,8년 이상~9년 미만,8,9,81.75,0.8175
23년 이상~24년 미만,23,24,9년 이상~10년 미만,9,10,72.0,0.72
22년 이상~23년 미만,22,23,9년 이상~10년 미만,9,10,72.0,0.72
21년 이상~22년 미만,21,22,9년 이상~10년 미만,9,10,72.0,0.72
20년 이상~21년 미만,20,21,9년 이상~10년 미만,9,10,72.0,0.72
19년 이상~20년 미만,19,20,9년 이상~10년 미만,9,10,73.8,0.738
18년 이상~19년 미만,18,19,9년 이상~10년 미만,9,10,75.6,0.7559999999999999
17년 이상~18년 미만,17,18,9년 이상~10년 미만,9,10,77.4,0.774
16년 이상~17년 미만,16,17,9년 이상~10년 미만,9,10,79.2,0.792
15년 이상~16년 미만,15,16,9년 이상~10년 미만,9,10,81.0,0.81
14년 이상~15년 미만,14,15,9년 이상~10년 미만,9,10,82.8,0.828
13년 이상~14년 미만,13,14,9년 이상~10년 미만,9,10,84.6,0.846
12년 이상~13년 미만,12,13,9년 이상~10년 미만,9,10,86.4,0.8640000000000001
11년 이상~12년 미만,11,12,9년 이상~10년 미만,9,10,88.2,0.882
10년 이상~11년 미만,10,11,9년 이상~10년 미만,9,10,90.0,0.9
9년 이상~10년 미만,9,10,9년 이상~10년 미만,9,10,89.31,0.8931
8년 이상~9년 미만,8,9,9년 이상~10년 미만,9,10,88.63,0.8863
7년 이상~8년 미만,7,8,9년 이상~10년 미만,9,10,87.4,0.8740000000000001
6년 이상~7년 미만,6,7,9년 이상~10년 미만,9,10,87.25,0.8725
5년 이상~6년 미만,5,6,9년 이상~10년 미만,9,10,86.57,0.8656999999999999
4년 이상~5년 미만,4,5,9년 이상~10년 미만,9,10,85.88,0.8588
3년 이상~4년 미만,3,4,9년 이상~10년 미만,9,10,85.19,0.8519
2년 이상~3년 미만,2,3,9년 이상~10년 미만,9,10,84.51,0.8451000000000001
1년 이상~2년 미만,1,2,9년 이상~10년 미만,9,10,83.82,0.8382
1년 미만,0,1,9년 이상~10년 미만,9,10,83.13,0.8312999999999999
신규자,0,0,9년 이상~10년 미만,9,10,82.45,0.8245
22년 이상~23년 미만,22,23,10년 이상~11년 미만,10,11,72.39,0.7239
21년 이상~22년 미만,21,22,10년 이상~11년 미만,10,11,72.39,0.7239
20년 이상~21년 미만,20,21,10년 이상~11년 미만,10,11,72.39,0.7239
